-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
-0x00001 -0x00001 0x00000 -0x00001
